Name,Michelin_Distinction,Review_Date,Review_Rating,Review_Text
Dinner by Heston Blumenthal,2,24-Apr-22,1,Dinner took 5 hours to get through all of the courses. Could've passed on all of the fish courses. Not sure why they insisted on presenting every course to each diner at the same time. Food was not worth the wait or pageantry.
Dinner by Heston Blumenthal,2,15-Mar-22,5,"Located in Mandarin Continental, DHB is a top notch dining experience. Inspired by traditional British dishes and truly reinvented, light, upscale and tasteful. Service was warm and professional. The salamagundi chicken confit was savory with crispy skin, fillet de beef perfectly prepared, the crisps apparently takes 24 hours to prepare and mushroom ketchup predates tomato ketchup, rainbow trout with green sauce was light and paired well with the chenin blanc. Dessert tipsy cake should be ordered early, and if your waiter is a wizard, would have predicted that you would order it and held one for you, ice cream is made with liquid nitrogen at the table side. Cap off with sambuca.

"
Kitchen Table,2,16-Nov-23,5,"My favourite restaurant in London. James deserves his third michelin star and I can unquestionably confirm the best somellier in London. Cheap at twice the price, worth a special visit"
Kitchen Table,2,1-Nov-23,5,"This dining experience was a gift to my husband and I from my sister and brother in law to celebrate our 10 year anniversary. What a wonderful way to celebrate! Dinner at this restaurant was a four hour occasion that thrilled and entertained us without being too pretentious or uncomfortable. The courses came in perfect timing and watching the kitchen staff and chef in the kitchen was such an added treat. We were able to see the care that went into each detail. My favorite two courses were the lobster and pumpkin dishes, least favorite mylor shrimp. The wine pairings complimented the dishes well and were explained with detail. The chef was delightful and interacted with us the guests very comfortably. The staff was attentive, friendly, and accommodating. I loved the way we were eased into dinner and eased toward the finish both in the lounge, never feeling rushed or unwelcome. This experience was one of the highlights of my trip to Europe. Highly recommend!!

"
Kitchen Table,2,16-Oct-23,5,"My friend and I had a lovely 4+ hour experience here at The Kitchen Table. The staff was very personable and funny. The bathrooms were very nice and the staff was very accommodating for any dietary allergies. My tablemate's alternative meals looked better than the regular menu sometimes!

It was very cool to see all of the food being prepared in front of you and I think you appreciate the flavors better that way instead of a regular dining experience.

We had skipped breakfast and lunch and still came out incredibly full. Everything was very delicious. What I really appreciated was the non-alcoholic pairing and how much thought they put into it. I got the whole sommelier experience but for sodas and juices instead of wine! I've been to a few Michelins and this was a first.

Overall, I would strongly recommend this to anyone visiting London."
Kitchen Table,2,21-Mar-23,5,"im not going to write too much. I had high expectations for this 2 Michelin restaurant and Kitchen Table did not disappoint. 4 hours of amazing food, drinks, and atmosphere. yes, it's very pricey. but this is one of those meals I will continue to think about as I grow older."
Kitchen Table,2,28-Jul-22,5,"I had high expectations, and Kitchen Table greatly exceeded them. The food here was fantastic - fresh, creative, and delicious. Chef James Knappett worked magic right before our very eyes. I loved the open kitchen concept and the theater-style seating. The service was also impeccable. Every staff member was incredibly gracious and welcoming.

Best of all, the restaurant didn't feel stuffy at all. Contrary to what you might normally expect from a two Michelin starred restaurant, Chef Knappett playfully chastised me after I stirred one of my sauces two times after he had instructed us to stir just once. He then pointed to a tiny flower petal that was still on my plate and said ""that's edible."" I loved the playfulness and irreverence.

The entire meal took 5 hours. So, prepare yourself for a marathon. But it's well worth it and I would highly recommend grabbing a seat at the Kitchen Table."
Le Gavroche,2,4-Feb-24,5,"Up the street from Claridges , on Brook st
Is probably the oldest , since Le Tante Claire - went under, Sadly.
And is still doing well after all these years - is probably the next best authentic French in London.
the brothers ""Roux"" own and operate.

They created BA Concorde menu's in hand with a well known sommelier.
The food and wines were exquisite !"
Le Gavroche,2,29-Sep-22,4,"Overall a very enjoyable meal, though not quite as special as I would have liked for a 2 michelin starred restaurant. We got the Menu Exceptionnel (the tasting menu).

FOOD - 4 stars
- Cheese souffle was somehow decadent yet light. I don't understand how they did it but it was delicious.
- Salmon course had perfectly cooked salmon. The most tender cooked salmon I've ever had. Absolutely delightful.
- The cheese cart was amazing. Incredible selection is all I can really say.
- The other courses were less special though still tasty.

AMBIANCE / SERVICE - 5 stars - About what I'd expect from a 2 michelin starred restaurant. We were a little full at the end of the meal so the staff very kindly served us just the sorbet and packed the rest of the dessert and petit fours into togo boxes for us with detailed instructions on how to best enjoy them the next day.

OVERALL - 4 stars"
Le Gavroche,2,9-Jul-22,5,"No doubt they deserve the accolades. Servers were attentive, professional and discrete. The dining room is a beautiful space. The food and wine list are of legend. We had the soufflé - felt obliged as it is the signature (and we had seen Michel prepare it on 'My Best Dishes'). It was light and sumptuous at the same time - and deliciously complex. My wife had the mushroom ravioli - it wasn't bad, but paled in comparison. Lamb and Veal for the two mains and they were perfectly prepared. Worth the spend. Also visited Gordon Ramsay's namesake in Chelsea during the visit - Le Gavroche was a far better experience for half the cost."
Story,2,25-Nov-22,5,"One of the most fun & tastiest restaurants I've had the pleasure dining in. All the dishes, presentation, music, service were thoughtful.

Highly recommend a stop here. Perfect for date night or a small group dinner."
The Clove Club,2,25-Jun-24,2,"Overall, my experience was mediocre. The ambiance was pleasant, and the service was decent. However, we were seated at a table in the middle of the room, where my chair was frequently bumped by the wait staff and patrons passing by, which was quite annoying and unpleasant. The food was good but not exceptional, particularly considering the price. It was probably one of my most disappointing fine dining experiences in London."
The Clove Club,2,27-May-24,5,"Came here to celebrate a special occasion and let me lead by saying the staff could not have done more to make it so. There was a card greeting us and overall the staff were just such a pleasant group of people. They clearly love the food they're serving and take their job seriously.

The food simply is delicious. The tasting menu comes with so many added on items from the kitchen you aren't expecting. Standouts overall included the Cornish pollock, Cornish crab dumpling, and Middlewhite Pork. The first dessert, the sorbet with yoghurt, was not my favorite. But the Loquat kernel mousse to finish was unreal.

The pricepoint can be a bit scary, as it is pricey. We didn't realize the welcome champagne glasses offered to us for our celebration were not complementary, which was a bummer, and something we would've preferred to know. It certainly was our most expensive restaurant in London by far. Certainly not something we would do on a simple night out, but if you're looking for a full dinner and lovely experience worth considering. The hype is justified for sure."
The Clove Club,2,9-Mar-24,5,"Bottom line first: justified rating as one of the top 50 restaurants of the world--incredible staff, friendly team, and dishes that we will think about for days to come. One of the best meals ever

This was our first big stop in London, after mixed experiences among 3 Michelin-rated places in Paris. Given its reputation as one of the best restaurants in the world, we had very high expectations coming in.

The setting was interesting, in a small but clearly refined space. In the main dining room, there were only a handful of tables, accommodating no greater than 25 people or so. Despite this, there was no formal dress code, as one table had a guy in a T-shirt and jeans, although most were dressed more properly with at least a sweater. The kitchen was entirely open and one with the dining room, and it was awesome seeing various parts of the team interacting pretty seamlessly with each other.

The service was outstanding, and we had at least a small interaction with just about every single member of the staff through the evening. All were very respectful and knowledgeable regarding the dishes. Although just about every dish was excellent, either in taste and/or in presentation, the one that really was outstanding was the trout, which was the first main dish. The maître d' verified that it was the dish that most people kept thinking about afterwards. The use of ingredients were incredible; as examples, how would one expect that:

-potatoes belong on the bottom of an ice cream dessert?
-jalapeño-laced ice would go well with a sorbet?
-almond pieces would complement a fish so well?

The best part for us was that Chef McHale and his team were open to take a small amount of time during the busy service to take a picture with us before we exited. They were generous enough to hear us compliment the team on a wonderful evening, besting the experiences we had at other higher end places such as the French Laundry.

This was clearly one of the best meals we've ever had. As silly as this may sound, the €195 price tag is a bargain and an astronomical value. Although we won't be back anytime soon, if nothing else due to our being located abroad, we will certainly be looking forward to the next time we have an opportunity to enjoy another dinner here."
The Clove Club,2,13-Dec-23,5,"5 out of 5 stars. 100%. A+. I will forever sing praises of my experience here. The restaurant is not pretentious at all. It's so minimalistic and is the epitome of quiet luxury. You might actually walk right past it because it's so understated. As soon as you walk through the door, however, you are treated like a celebrity. You are ushered into a small room with a direct view of the open kitchen. You see the chef, the sous chef and the staff hustling quietly and in an organized fashion. We were seated at the front table and were maybe 3 meters away from the prep station. It was such an intimate dining experience.

The staff were extremely professional. There were more staff than clients to make sure the diners had the best experience.

The food was stellar, both in taste and presentation. The lobster and the pork were my standout favorites of the tasting menu, but to be honest, everything was delicious. It's also not just what's on the tasting menu because the kitchen staff add a few extra little bites in between the courses.

Truly, it was such a special, unique experience and definitely worth it for a special occasion."
The Clove Club,2,5-Jul-23,5,"My wife and I were blown away by the Clove Club. We were visiting London for the first time and wanted to go all out for one meal. We did some research and found a few possible destinations, but we settled on Clove Club since it had great reviews and sources most of the ingredients from in and around the British Isles. Specific highlights of the meal were the smoked trout with almonds and caviar and also the aged pork with artichoke and potatoes but each dish was more delicious than the last, I can't say we had anything that wasn't A or A+ out of about 10-15 courses. The service was exceptional too, they were constantly checking in when needed without feeling overbearing and each member of the staff was friendly and knowledgeable regarding all of the dishes.

There's nothing bad I can say about the meal. Obviously, this was an expensive meal but we knew and expected that going in and it really felt like a special experience that was worth the price of admission."
The Clove Club,2,13-May-23,5,"Absolutely one of the best meals I've had! The service was top notch and the staff was engaging and fun to interact with. In a very interesting part of the city, so arrive early and take a stroll around the neighborhood. This is a must-visit when in London."
The Clove Club,2,24-Jan-23,5,"Great dining experience. Very well paced, all the dishes tasted excellent and were beautifully presented. I was particularly impressed with the sommelier, who recommended a great half bottle ( I was dining alone). Definitely deserves the hype."
The Clove Club,2,22-Jan-23,5,"Best dining experience I've had in my life. I won't go into much detail of each dish we had but it was seafood and game meat heavy. Each plate had the perfect amount of food and each bite was delectable. The scallop, black truffle, and mushroom dish was jaw dropping, one of the best plates I've ever had. The venison dish showcased different cuts and was a close second to the scallop.

The service was lovely, you will be seved by atleast 6 people who will provide you detail of each dish and make sure you are enjoying the meal. The meal ended up being £585 and that included the tasting menu and 3 drinks each for two people. You definitely get what you pay for here. Must visit."
The Clove Club,2,2-Jan-23,5,"A truly excellent meal, both the food and service were outstanding and there was only one real hiccup during our lunch which was fine.

The space is nice, bright and open, you don't feel overwhelmed even though it's not a huge dining room. The pacing of the meal is great, the food is awesome, servers are not overbearing but very timely for removing dishes or refilling waters/getting drinks.

The food is very well executed and interesting/unique. Some very fun flavor combinations and use of ingredients, good sauces and very memorable bites. This was my second favorite meal in a week-long euro trip consisting of 15 michelin stars.
"
The Clove Club,2,20-Dec-22,5,"Our second time to the Clove Club, the verdict is we love it more than our last visit (which was a cocktail pairing menu) at the bar.

We started with amazing cocktails. They are just so refreshing and well balanced.

We liked the first couple of small bites; Buttermilk fried chicken came with pine needle salt and presented on pine needles. This was nicely cooked, and it is easy to like fried chicken but might need a bit more seasoning.

The first course was the raw hand-dived Orkney scallop came on a bed of dashi gel made using the scallop coral, shavings of chestnut mushrooms, a little clementine and truffle. The scallop had good inherent sweetness and was nicely balanced by the acidity of the clementine. This was a pleasing minimalist dish that allowed the main ingredient to really shine.

The cod was next, resting on a bed of celeriac and potato puree, with very crispy skin.

The meat dish was the deer cooked perfectly medium rare.

There was an unusual pre-dessert in the form of grilled habanero chilli granita with plum sorbet and sheep milk yoghurt mousse. I am a big chilli fan and this was certainly interesting.

The main dessert was the interesting masked potato purée with a salted caramel ice cream, which was heavenly. Wow, blown away.

Service was very good, and the sommelier was friendly and knowledgeable. The bill came to £275 per person in total. 2 Michelin stars, Top 50 best restaurant fame, Clove Club is worth it."
The Clove Club,2,2-Dec-22,5,"The double edged sword of being a reasonably confident, relatively creative cook is that often when I eat out I think to myself, ""I could make this."" At no point during yesterday's lunch at The Clove Club did that thought even enter my mind. Each course was inventive, delicious, innovative, and perfectly executed. The service was exceptional. The milieu was perfection. Since it was my one and only splurge meal while here in London, it was under a lot of pressure to perform, and it did so beautifully. Definitely fine dining at its highest level."
The Clove Club,2,13-Oct-22,5,"I will not go into too much detail about the various dishes since it changes. Overall this is one of the best if not the best meal I have had in London.

Service was lovely - all the staff were friendly and attentive, and it wasn't strange to dine here alone (at least for me). I got the wine and tea mixed pairing and sat at the bar. The tea pairing was interesting especially and I also loved the wine choices.

Every dish was complex in flavors and textures, and each bite was a discovery. As a broth/soup lover, one of the earlier dishes was a green soup that tasted refreshing. I also loved the tongue ""taco,"" and the scallop and lobster dishes were perfectly cooked. I got the add on which combined broth with a 1968 madeira, which is the 2nd oldest madeira and 3rd oldest wine I've had. This was a fascinating combo, as you get the umami and savoriness from the broth and a lovely fragrance from the madeira. The dessert was excellent too.
"
The Clove Club,2,25-Jul-22,5,"The finest restaurant experience you could ever imagine. Run don't walk to get a reservation.
I'd fly back to London just to eat there again"
The Clove Club,2,14-Jul-22,5,"Came by for dinner the other night and it was a world class experience. As a Michelin 2 star, I definitely had super high expectations. Made a reservation within the week and was surprised that I was able to get a seat at the bar. Upon arrival, the hostess offered to upsell me into the main dining room where I could get a view of the open kitchen.

The restaurant is in a dated building. There was an air conditioner in the main dining room although it was only somewhat cool. Most of the staff were dressed nicely...

The attire of diners varied from t-shirt, jeans, and trainers to a table dressed in a full suit with tie. Numerous diners and staff alike were donning Swiss watches.

There were 2 menu options in the dining room, full tasting or short tasting with a couple less courses. Opted for the full tasting menu and it was a 3 hour experience.

Meal started off with a few snacks which were fantastic. Excellent cooking with contrasting flavors and textures.

Service by the front of the house staff was consistent with new silverware for each course. The demeanor of the front of the house staff was also proper and delicate.

The loo was definitely dated, in line with the building. The stairwell to the lower level loos were also tight. Faucets were split into hot and hold. The positioning of the faucet was very close to the edge of the basin too...

Highlights from the evening's tasting menu included the Aubergine and Lobster, all cooked to world class standards. The dry aged pork was a slight disappointment as it was on the blander side, despite being cooked to a medium well with a slight pink inside.

Right before the dessert course, the staff suggested a potato dessert add-on for an additional £25. To my surprise, it was a potato dessert with an ice cream topped with generous truffles.

The advertised menu price is before 20% VAT, a ~13% service charge, a £2 cooking for Ukraine and a £1.5 fee for still water.

£270/head after VAT, service, drinks, and fees."
The Clove Club,2,28-Jun-22,3,"This was our first meal after taking the Eurostar from Paris to London and we had a lunch reservation at the posh 2 Michelin starred and 2021 top 50 restaurant The Clove Club in Shoreditch. What a wonderful vintage and clean decor. The wait staff was friendly and attentive. The food was tasty and adequately portioned. No overfeeding here, though.

We were put off and honestly disgusted by the sous chef, or quality control chef, who repeatedly tasted the sauces with the same spoon that he appeared to put in the pan of sauce/food to be served to guest. He and other members of the cook staff repeatedly rubbed their noses multiple times without any evidence of hand washing or sanitizing before touching food to be plated for consumption. It was so visible for patrons to see with an open kitchen that we were tempted to leave and contact department of health officials.

For this reason, I cannot recommend this dining establishment until they literally ""clean up their act."""
Gymkhana,1,11-Jul-24,5,"Would give Gymkhana six stars if I could. Was lucky enough to grab a table when bookings for the week I was in London opened. This was one of the best restaurant experiences I've ever had.

First, the food. Unlike many fine dining restaurants, they feed you. Generous portions of hands down the best Indian food I've ever had (and I've had a lot). The butter chicken, pappadums, and Goan prawn curry were all outstanding. The smell of the naan was just absolutely heavenly.

The service was as good if not better. Our server was attentive, knowledgeable, and saved us from over ordering (see above re portion size). He said we'd just have to come back to try the rest of the amazing food on the menu.

The only thing that would keep me from going back is being unable to find a table because it's so (rightly) popular. But if I can get a table, I'm going back every chance I can."
Gymkhana,1,5-Jul-24,3,We had drinks at 42 the Gymhkana cocktail lounge. Good drinks and nice ambiance. But absolutely no food available. Not even a chip. This should be clear on the website.
Gymkhana,1,28-Jun-24,5,"Had a great dinner at Gymkhana - we got the pappadum, samosas, butter chicken, briyani and garlic naan. The highlight of the meal was definitely the briyani! Everything was delicious and the service was amazing. The food was quite pricy however, but we knew that going in, especially since it is a 2 MIchelin star restaurant."
Gymkhana,1,15-Jun-24,4,"Review is for Bar 42 only - the sister bar connected to Gymkhana - leaving here because yelp doesn't have anything for Bar 42.

5 stars for cocktails alone, giving 4 because the snack options were sparse and quite disappointing for being part of such a highly praised restaurant.

Anyway, come here for the cocktails! This is by far the best lychee martini I've ever had - Nobu no longer holds the top spot. Wow. So clean and fresh and not syrupy sweet. I had 4. Whoops.

All of the drinks on the menu looked incredible and I'd love to branch out and try some of their other cocktails. I'm sure they're all good.

For the food, they really don't offer much which is a bummer seeing as they are part of gymkhana. For the table we ordered:
The nuts (cashews & almonds that tasted like they had Trader Joe's everything but the bagel seasonings); the kalamata olives (it seemed people liked these, and they were flavorful, I'm just not a big olive gal); the chips/crisps and yogurt dip (crisps were light and airy and tossed in aromatic seasoning powder, the yogurt was just plain yogurt with chives). You've gotta order them because it's all they offer but I want impressed and think they can do better. Out of the three I chose the chips and dip."
Gymkhana,1,10-Jun-24,1,"Such a miserable experience! After making a res 4 weeks in advance they would not let our 15 1/2 yo in the restaurant and turned us away (in the very fine print). Such arrogance and pretension. If you place any value on family, I would pass and spend $$$ on a place with any heart and value for the patron experience. What a disaster."
Gymkhana,1,30-May-24,5,"We really enjoyed dining at Gymkhana and thought the food was amazing! The service was prompt, the servers were all very friendly and made us feel at home and did not miss a beat throughout the entire meal. The ambiance was cozy so we felt at home and we could enjoy each other's company and talk at a normal level. The food was AMAZING - very flavorful and loved the different bites throughout the meal. We definitely will be back and will highly recommend this place to anyone visiting London."
Gymkhana,1,28-May-24,5,"Had heard so much about this place that I decided to venture solo without a booking this rainy wet Tuesday morning. The hostess was absolutely fantastic and welcoming and gave me a table on the condition that I return it in 90 minutes - not a problem for me at all!!

The servers were very knowledgeable and warm and quick with an explanation of the menu and dishes. I ordered two starters, nimbu pani, mango lassi and masala chai. Wiped the plates clean. Amazing taste. Left feeling fulfilled.

It's not often that a much hyped up place lives upto its high expectations - luckily today was once such day overall. Great ambiance resembling ""Gymkhana's from the yesteryears. Loved every minute.

Thanks Gymkhana team."
Gymkhana,1,18-May-24,5,"We had an amazing experience at gymkhana . The food was was delicious . The service was excellent. The place is beautifully decorated and the seating is very nice . Loyd took care of us with utmost care and was extremely attentive and provided helpful tips about the food and portions. His personal touch stood out the most to me. All the staff we came in contact with were genuine and very nice . The aloo chat , the chutney accompaniment to the papadams were very tasty. The chicken tikka and salmon were also super tasty. As for the Naan , I thought it was bit on the harder side but still flavorful."
Gymkhana,1,14-May-24,5,"Amazing food and great service. We tried the tiger prawns, the butter chicken, the saag veggie, the rack of lamb, and course a side of garlic naan. Amazing cocktails and then head upstairs to 42 for a night cap."
Gymkhana,1,8-May-24,5,"The food and service was simply outstanding. 6 stars all round. Incredible menu , each dish was exceptional. Thank You."
Gymkhana,1,6-May-24,4,"Came by for dinner the other night and it was a decent experience. Made a reservation online and my table was ready upon arrival. Gymkhana is a Michelin 2 star Indian restaurant in London and features indoor dining exclusively on the street level or in the basement.

Portions at Gymkhana are gigantic. Opted for the £115 tasting menu and it was probably enough food for 2-3 diners... Definitely save room to try out other courses and don't indulge all at once!

Gymkhana gives off old money vibes with a surprising number of tourists.

Started off with the Pappadum Selection, Shrimp Sorpotel & Nimbu Achari Raita, Gol Guppas, Jaljeera, Potato, Sprouting Moong. The pappadum selection was gigantic and sufficient for 2-3 diners. The Gol Guppa was unique.

Moved on to the Amritsari Pink Shrimps & Queenies, Dill Raita which I found mediocre. Flavors were vibrant although I didn't find the shrimps too fresh. The presentation was also a touch lacklustre for a Michelin 2 star.

The Gilafi Quail Seekh Kebab, Mint & Mustard Chutney may have been the highlight of the meal being super flavorful, fragrant, and juicy. The kebab did have a slight kick to it. Perhaps a side of bread/rice would have been nice with this course.

The Goan Prawn Curry consisted of 3 prawns. The curry was flavorful and this course came with Dal Maharani, Saag Makai, and a Bread Basket. The prawn curry was the correct size and the remainder of the dishes were also perfect for 2-3 diners.. I've had better naan at Dishoom.

Meal ended off with a gigantic Cardamom & Basmati Rice Kheer, Fresh Mango, Sorbet along with some petit fours. The rice kheer was flavorful although I merely was able to make a dent in this gigantic dessert.

There was an optional £1 generic donation added to the bill which I had the waitstaff help remove..."
Gymkhana,1,2-May-24,5,Excellent food. First class service. And great ambiance. Possibly the finest Indian food outside India.
Gymkhana,1,8-Apr-24,5,"Believe the hype. This is probably the best Indian food west of the subcontinent.

The tasting menu was a perfect meal from start to finish. The tandoori broccoli and kid goat keema Lai were highlights from the early courses. Be aware, though, that it's a ton of food, so come hungry. The final savory course includes not just the entree you choose (the butter chicken is a must) but also two kinds of rice, a bread basket with naan, saag, daal makhni, and a raita. It was one of the best meals I've ever had but we were totally stuffed by the end."
Gymkhana,1,5-Apr-24,5,"Food was delicious and drinks were interesting and tasty.
Service was knowledgeable, attentive and friendly.
Atmosphere and decor is top notch."
Gymkhana,1,16-Jan-24,4,"Food: ordered the aloo chaat, tandoori masala lamb chops, chicken butter masala, and the dal maharani. The chaat and the dal were both standouts, with amazing flavor and immediate comfort. The lamb chops were also good, but a few of the pieces were a bit overdone. The chicken butter masala was a heightened version of your typical butter chicken, with more complex and layered flavors and spices. For dessert, we had a selection of sorbets (coconut & lime, mango) and ice cream (South Indian filter coffee), which were incredibly refreshing.

The staff are friendly and knowledgeable, explaining the dishes and recommending which selections would complement each other.

Highly recommend a meal here."
Gymkhana,1,29-Dec-23,2,"This place used to be good. Honestly it used to be one of the best Indian restaurants in London. But when I tell you it has fallen off a cliff I am not exaggerating. The food was barely recognizable. We got the tasting menu and in addition to the service being slow and the waiters seeming like we were in their way, the food...oh my god I was so disappointed. The naan was burnt and the black daal that we look forward to so much tasted bland and unseasoned. Save yourself a bad evening and go to Dishoom. Much better food and service."
Gymkhana,1,21-Dec-23,5,"If I had to recommend one restaurant in London, it would be Gymkhana. Now this is my first Michelin star restaurant and the experience absolutely won me over. Starting with drinks, I went with something virgin: the Mango Ginger spritz and it was SO good I had to order it twice.

My boyfriend went with the Muntjac Biryani, a game meat which happens to be a cute little miniature deer that is an invasive species haha. I couldn't, I was a Vegetarian for years before we met and I still 70% am. I went with the vegetarian tasting menu. The waiter and chef was so kind to include two servings complimentary (as per the regular one) so that my boyfriend was included in my tastings as well as a vegetarian biryani for me, so I could try his biryani. We didn't request this. They went above and beyond!

My favorite dish was the paneer on the tasting menu. It was so creamy and delicious. Absolutely blew my mind!

10/10 would recommend and you must get the tasting menu! Come hungry!"
Gymkhana,1,26-Nov-23,5,"If your not a fan, you'll be a fan. It's absolutely worth going and returning. Service, presentation, taste and texture is absolutely amazing!"
Gymkhana,1,17-Nov-23,5,Authentic Indian cuisine rivaling the traditional Indian cuisine. Ambiance and service are excellent as well.
Gymkhana,1,15-Nov-23,5,Abdul was the most knowledgeable person regarding everything we had and more. He is such a delight it was great getting to know his story on coming to the UK and it's even better knowing Gymkhana helps students.
Gymkhana,1,8-Nov-23,5,The food is absolutely amazing here! Service and all staff was excellent. Definitely highly recommend this restaurant to anyone once visiting London. It needs to be on your list of must try. Will visit again for sure!
Gymkhana,1,1-Nov-23,5,"Delicious food, great drinks, beautiful design. We were welcomed straight away. All staff were friendly and the food was delicious."
Gymkhana,1,30-Oct-23,5,"We had a fantastic time at Gymkhana celebrating our anniversary and my husband's birthday. This is five star service and food without being Uber pretentious.

Our favorite dishes included the Kid Goat Methi Keema, Chicken Butter Masala and the Pork Cheek Vindaloo.

We also tried the Punjabi Samosas and Kasoori Chicken Tikka. They were also very good, but not as stand out as the top dishes.

All in all - service, vibes, food and drinks were excellent. You really can't beat the price for a Michelin star meal either."
Gymkhana,1,21-Oct-23,5,"It's not every day you get to dine at a Michelin-starred restaurant let alone a Michelin-starred Indian restaurant, but in London you can do this! I elected to get lunch at Gymkhana because a) it worked for my schedule and b) they have a really great lunch menu that is considerably affordable by Michelin standards. For £44 I got a delicious multi-course meal that I sadly couldn't finish. It was so much food and I wish my hotel had a fridge/microwave as I would have wanted to take the rest with me.

Lunch starts with a pappadum selection including 4 different kinds of crisps: potato and chili, lentil, rice, and wheat and fenugreek. It also has 3 different dips/spreads including a lemon pickle and yogurt raita, coriander and mint chutney, and shrimp sorpotel which is made with dried shrimp and tomato. Each of the pappadums was really delicious as were all of the spreads. I ate way to much of this LOL.

You also get a generous portion of aloo chaat which was SO GOOD and I also ate way too much of it before the rest of my meal arrived.

You get to select an appetizer, and I got the Goan cafreal salmon tikka with tomato chutney. It really a totally new dish for me and a really unique experience. I really loved it. The salmon was so tender and juicy and practically melted in my mouth. The tomato chutney was spicier than I expected but a really nice complement to the fish.

For my main course I chose the chicken butter masala, which is perhaps the least adventurous option but a perennial favorite and one I couldn't resist. It came with dal lasooni, saag makai (saag corn), and either basmati rice or a bread basket.

OMG everything was so phenomenal I can't even express in words. I was impressed by each dish and immediately made note to try and recreate some of them myself at home.

Aside from the incredible food, the ambiance is really warm yet sophisticated. I love the decor. The service was fantastic. Not only was my server on point, but the hostess and I am guessing one of the managers who was up by the hostess stand were very friendly and chatted with me after my meal and asked me where I was from and talked about my meal and other plans in London.

Even the bartender was extremely friendly and vocal even though I was only walking by the bar to head to the bathroom. I felt truly welcome and never felt like it was a stuffy or stuck-up kind of place.

If you love Indian food, you absolutely must put Gymkhana on your list for restaurants to try in London. You won't be disappointed."
Gymkhana,1,30-Sep-23,3,"The food was good here, however the service was not what I would expect from a Michelin star restaurant. The waitstaff seemed to go out of their way to make us feel like we didn't belong there. It was disappointing."
Gymkhana,1,13-Sep-23,4,"Indian food is necessary for me wherever I travel and Gymkhana more than delivered on quality, ambiance, service and taste. Blown away. Highly recommend going with some friends and family styling it to try more or going at times when you can do the tasting menu! Be aware that you should make reservations ahead of time as they fill up very+E262 quick!"
Gymkhana,1,31-Aug-23,4,The food was excellent. Very tasty. Is my favorite Indian restaurant. Great decor and unbelievable atmosphere. It's a little pricey but is worth it. Service was excellent. Very clean. Definitely I will go back.
Gymkhana,1,28-Aug-23,1,"Cannot review the food as we were turned away from our reservation after a 20 pound cab ride to get there. Greeted by two very uppity hostesses who informed us very smugly that our reservation was at their sister restaurant (although we made our reservation at this location on line). We were told it was a 10 minute walk from this location to their sister restaurant, Brigadiers. They said they would call Brigadiers to let them know we would be late for our reservation. They did not. A ""10 minute walk"" was a 58 min walk or a 20 minute cab ride... (another 20 pounds), which we had to take to get there in time. They may have a 1 star Michelin rating but who wants to eat their with the hostess' snooty attitude? We just wanted a great Indian meal and they actually laughed at us!!"
Gymkhana,1,21-Aug-23,5,"Loved this restaurant!!! My mom and I flew in from the US and were really excited to try this restaurant on our trip to London. Our flight got cancelled and we were so sad we missed our reservation but the restaurant staff was beyond helpful and understanding and were able to squeeze us in later that night. We are so thankful they did!!!! The whole experience was phenomenal. The restaurant itself was so authentic and neat, the staff was very helpful and kind, and the food was amazing!!! We had great drinks, great food, and an excellent tine. I can't wait to go back. The food was also perfect for splitting meals and trying multiple things so I felt we got a good taste of a lot of items on the menu- all delicious!!"
Gymkhana,1,17-Aug-23,5,"Indian food is necessary for me wherever I travel and Gymkhana more than delivered on quality, ambiance, service and taste. Blown away. Highly recommend going with some friends and family styling it to try more or going at times when you can do the tasting menu! Be aware that you should make reservations ahead of time as they fill up very quick!"
Gymkhana,1,11-Aug-23,5,"Unbelievable experience!!! Excellent food, incredible service, delicious drinks, cool atmosphere! Upstairs is buzzing and a cool, fun vibe and the downstairs is swanky and sexier vibe for a date or small group. You MUST get a reservation in advance or you won't get in bc it's small and limited seating. It may be pricey to some but I think it's worth every penny! You'll be craving Indian food long after you leave! Everything my waiter suggested is what we ordered and we loved every single bite! Do what you can to try this spot out! They plan to open locations in the USA in a couple of years--one in NYC and another in Miami!"
Gymkhana,1,10-Jul-23,5,"The food, service and ambiance were all exceptional. Totally enjoyed the experience at gymkhana.

The aloo chat, samosa and paneer tikka were flavorful and all the main course items were also delicious."
Gymkhana,1,8-Jul-23,5,"Love the ambience, the service is great and the food has a wide variety and great flavor !
Highly recommend Gymkhana if you are traveling to London, just be sure to make a reservation well in advance."
Gymkhana,1,7-Jul-23,5,"Fantastic Indian fare with more than reasonable prices, and well paired gin cocktails that enhance the meal itself. The butter chicken and vindaloo were shared by my wife and I, and neither were anything less than stunning. A must return to for us the next time we cross the pond."
